"CODIGO CLIENTE";"%SHR GRUPO1 CLIENTE";"%SHR GRUPO 2 CLIENTE";"%SHR GRUPO 3 CLIENTE";"%SHR GRUPO 4 CLIENTE";"%SHR GRUPO 5 CLIENTE"
7063581;0,00;0,00;0,00;0,00;0,00
6046197;0,00;0,00;0,00;0,00;0,00
6051165;0,00;0,00;0,00;0,00;0,00
6072483;0,00;0,00;0,00;0,00;0,00
6150096;0,00;0,00;0,00;0,00;0,00
6251589;0,00;0,00;0,00;0,00;0,00
6267117;0,00;0,00;0,00;0,00;0,00
6272307;0,00;0,00;0,00;0,00;0,00
6297360;0,00;0,00;0,00;0,00;0,00
6305337;0,00;0,00;0,00;0,00;0,00
6322422;0,00;0,00;0,00;0,00;0,00
6336093;0,00;0,00;0,00;0,00;0,00
6337590;0,00;0,00;0,00;0,00;0,00
6405495;0,00;0,00;0,00;0,00;0,00
6406161;0,00;0,00;0,00;0,00;0,00
6426891;0,67;0,00;0,67;0,00;0,00
6774897;0,67;0,67;0,67;0,00;0,00
6774918;0,00;0,00;0,00;0,00;0,00
6775236;0,00;0,00;0,00;0,00;0,00
6861027;0,00;0,00;0,00;0,00;0,00
6861030;0,00;0,00;0,00;0,00;0,00
6861033;0,00;0,00;0,00;0,00;0,00
6861192;0,00;0,00;0,00;0,00;0,00
6861195;0,00;0,00;0,00;0,00;0,00
6863091;0,00;0,00;0,00;0,00;0,00
6863094;0,00;0,00;0,00;0,00;0,00
6864870;0,00;0,00;0,00;0,00;0,00
6869973;0,00;0,00;0,00;0,00;0,00
6869985;0,00;0,00;0,00;0,00;0,00
7020396;0,00;0,00;0,00;0,00;0,00
7020402;0,00;0,00;0,00;0,00;0,00
7029222;0,67;0,67;0,67;0,00;0,00
7036755;0,00;0,00;0,00;0,00;0,00
7037454;0,67;0,00;0,67;0,00;0,00
7040409;0,00;0,00;0,00;0,00;0,00
7049814;0,00;0,00;0,00;0,00;0,00
6960246;0,00;0,00;0,00;0,00;0,00
18241842;0,00;0,00;0,00;0,00;0,00
18135291;0,00;0,00;0,00;0,00;0,00
6327051;0,00;0,00;0,00;0,00;0,00
7075071;0,00;0,00;0,00;0,00;0,00
18159744;0,67;0,67;0,67;0,00;0,00
18145014;0,00;0,00;0,00;0,00;0,00
18130269;0,00;0,00;0,00;0,00;0,00
18003867;0,29;0,67;0,27;0,00;0,18
6154146;0,00;0,00;0,00;0,00;0,00
6160704;0,00;0,00;0,00;0,00;0,00
6970509;0,00;0,00;0,00;0,00;0,00
7045977;0,00;0,00;0,00;0,00;0,00
18359238;0,00;0,00;0,00;0,00;0,00
18291870;0,67;0,67;0,67;0,00;0,67
18270645;0,00;0,00;0,00;0,00;0,00
18262965;0,00;0,00;0,00;0,00;0,00
18259677;0,00;0,00;0,00;0,00;0,00
18220851;0,00;0,00;0,00;0,00;0,00
18210327;0,00;0,00;0,00;0,00;0,00
18207558;0,67;0,00;0,67;0,00;0,00
18195264;0,00;0,00;0,00;0,00;0,00
18185457;0,00;0,00;0,00;0,00;0,00
18184242;0,00;0,00;0,00;0,00;0,00
18182841;0,00;0,00;0,00;0,00;0,00
18120726;0,00;0,00;0,00;0,00;0,00
18094887;0,00;0,00;0,00;0,00;0,00
18059274;0,00;0,00;0,00;0,00;0,00
18004260;0,00;0,00;0,00;0,00;0,00
18002145;0,00;0,00;0,00;0,00;0,00
7083984;0,00;0,00;0,00;0,00;0,00
6002970;0,00;0,00;0,00;0,00;0,00
6004752;0,00;0,00;0,00;0,00;0,00
6022905;0,00;0,00;0,00;0,00;0,00
6037395;0,67;0,00;0,67;0,00;0,00
6057192;0,00;0,00;0,00;0,00;0,00
6062607;0,00;0,00;0,00;0,00;0,00
6087333;0,00;0,00;0,00;0,00;0,00
6151149;0,00;0,00;0,00;0,00;0,00
6254526;0,00;0,00;0,00;0,00;0,00
6300351;0,00;0,00;0,00;0,00;0,00
6325026;0,00;0,00;0,00;0,00;0,00
6342420;0,00;0,00;0,00;0,00;0,00
6348594;0,00;0,00;0,00;0,00;0,00
6405033;0,00;0,00;0,00;0,00;0,00
6426489;0,00;0,00;0,00;0,00;0,00
6917709;0,00;0,00;0,00;0,00;0,00
6950931;0,67;0,67;0,67;0,00;0,00
7011735;0,67;0,00;0,00;0,00;0,67
7019481;0,67;0,67;0,67;0,00;0,00
7030476;0,00;0,00;0,00;0,00;0,00
6000183;0,00;0,00;0,00;0,00;0,00
18267978;0,00;0,00;0,00;0,00;0,00
18203739;0,00;0,00;0,00;0,00;0,00
18199995;0,00;0,00;0,00;0,00;0,00
18151803;0,00;0,00;0,00;0,00;0,00
18061296;0,00;0,00;0,00;0,00;0,00
18011958;0,00;0,00;0,00;0,00;0,00
7149396;0,00;0,00;0,00;0,00;0,00
7148298;0,00;0,00;0,00;0,00;0,00
7124733;0,00;0,00;0,00;0,00;0,00
6101412;0,00;0,00;0,00;0,00;0,00
6102189;0,00;0,00;0,00;0,00;0,00
6018738;0,00;0,00;0,00;0,00;0,00
6003933;0,00;0,00;0,00;0,00;0,00
6004626;0,67;0,00;0,67;0,00;0,00
6004671;0,00;0,00;0,00;0,00;0,00
6004878;0,00;0,00;0,00;0,00;0,00
6004896;0,00;0,00;0,00;0,00;0,00
6009819;0,00;0,00;0,00;0,00;0,00
6011352;0,00;0,00;0,00;0,00;0,00
6034431;0,00;0,00;0,00;0,00;0,00
6045273;0,00;0,00;0,00;0,00;0,00
6049626;0,00;0,00;0,00;0,00;0,00
6057393;0,00;0,00;0,00;0,00;0,00
6063624;0,67;0,67;0,67;0,00;0,00
6088314;0,00;0,00;0,00;0,00;0,00
6100173;0,67;0,67;0,67;0,00;0,00
6102558;0,00;0,00;0,00;0,00;0,00
6109167;0,00;0,00;0,00;0,00;0,00
6114765;0,00;0,00;0,00;0,00;0,00
6134697;0,00;0,00;0,00;0,00;0,00
6246774;0,00;0,00;0,00;0,00;0,00
6258579;0,00;0,00;0,00;0,00;0,00
6269229;0,38;0,00;0,38;0,00;0,00
6274494;0,16;0,13;0,67;0,00;0,10
6311685;0,54;0,00;0,54;0,00;0,00
6325401;0,00;0,00;0,00;0,00;0,00
6333267;0,00;0,00;0,00;0,00;0,00
6352149;0,19;0,67;0,04;0,00;0,00
6353346;0,00;0,00;0,00;0,00;0,00
6357465;0,00;0,00;0,00;0,00;0,00
6406182;0,00;0,00;0,00;0,00;0,00
6775743;0,00;0,00;0,00;0,00;0,00
6864600;0,00;0,00;0,00;0,00;0,00
6913284;0,00;0,00;0,00;0,00;0,00
6919500;0,16;0,22;0,16;0,00;0,12
7026468;0,00;0,00;0,00;0,00;0,00
7143219;0,00;0,00;0,00;0,00;0,00
7139052;0,00;0,00;0,00;0,00;0,00
6181740;0,00;0,00;0,00;0,00;0,00
6018303;0,00;0,00;0,00;0,00;0,00
6125445;0,00;0,00;0,00;0,00;0,00
6191421;0,00;0,00;0,00;0,00;0,00
6258576;0,00;0,00;0,00;0,00;0,00
6259383;0,00;0,00;0,00;0,00;0,00
6271140;0,00;0,00;0,00;0,00;0,00
6302808;0,00;0,00;0,00;0,00;0,00
6765624;0,00;0,00;0,00;0,00;0,00
6127293;0,00;0,00;0,00;0,00;0,00
6365874;0,00;0,00;0,00;0,00;0,00
18361149;0,00;0,00;0,00;0,00;0,00
18281958;0,00;0,00;0,00;0,00;0,00
18268857;0,00;0,00;0,00;0,00;0,00
18264336;0,00;0,00;0,00;0,00;0,00
18252717;0,00;0,00;0,00;0,00;0,00
18250524;0,00;0,00;0,00;0,00;0,00
18230721;0,00;0,00;0,00;0,00;0,00
18223149;0,00;0,00;0,00;0,00;0,00
18218316;0,00;0,00;0,00;0,00;0,00
18197337;0,00;0,00;0,00;0,00;0,00
18186669;0,55;0,46;0,67;0,00;0,00
18183282;0,67;0,00;0,67;0,00;0,00
18182427;0,00;0,00;0,00;0,00;0,00
18182457;0,00;0,00;0,00;0,00;0,00
18180036;0,00;0,00;0,00;0,00;0,00
18154221;0,00;0,00;0,00;0,00;0,00
18153621;0,00;0,00;0,00;0,00;0,00
18153768;0,44;0,67;0,33;0,00;0,00
18153039;0,00;0,00;0,00;0,00;0,00
18148290;0,42;0,51;0,31;0,00;0,12
18148512;0,00;0,00;0,00;0,00;0,00
18146907;0,00;0,00;0,00;0,00;0,00
18145863;0,00;0,00;0,00;0,00;0,00
18144003;0,00;0,00;0,00;0,00;0,00
18143541;0,29;0,00;0,61;0,00;0,08
18140607;0,00;0,00;0,00;0,00;0,00
18140259;0,00;0,00;0,00;0,00;0,00
18135750;0,00;0,00;0,00;0,00;0,00
18128370;0,00;0,00;0,00;0,00;0,00
18123792;0,00;0,00;0,00;0,00;0,00
18121533;0,35;0,67;0,38;0,00;0,15
18120738;0,00;0,00;0,00;0,00;0,00
18119523;0,00;0,00;0,00;0,00;0,00
18114633;0,00;0,00;0,00;0,00;0,00
18114471;0,00;0,00;0,00;0,00;0,00
18094536;0,00;0,00;0,00;0,00;0,00
18090753;0,00;0,00;0,00;0,00;0,00
18090027;0,00;0,00;0,00;0,00;0,00
18079881;0,00;0,00;0,00;0,00;0,00
18076977;0,00;0,00;0,00;0,00;0,00
18076281;0,49;0,67;0,38;0,00;0,00
18073572;0,00;0,00;0,00;0,00;0,00
18071847;0,00;0,00;0,00;0,00;0,00
18068055;0,00;0,00;0,00;0,00;0,00
18062991;0,00;0,00;0,00;0,00;0,00
18058977;0,46;0,51;0,52;0,00;0,14
18059037;0,00;0,00;0,00;0,00;0,00
18046134;0,00;0,00;0,00;0,00;0,00
18031608;0,00;0,00;0,00;0,00;0,00
18023172;0,00;0,00;0,00;0,00;0,00
18023385;0,00;0,00;0,00;0,00;0,00
18020094;0,00;0,00;0,00;0,00;0,00
18014829;0,00;0,00;0,00;0,00;0,00
18011247;0,57;0,58;0,67;0,00;0,34
18011109;0,43;0,67;0,32;0,00;0,00
18010086;0,00;0,00;0,00;0,00;0,00
18008763;0,00;0,00;0,00;0,00;0,00
18008502;0,00;0,00;0,00;0,00;0,00
18007002;0,56;0,57;0,43;0,00;0,42
18003705;0,00;0,00;0,00;0,00;0,00
18002880;0,00;0,00;0,00;0,00;0,00
18001353;0,00;0,00;0,00;0,00;0,00
7145061;0,61;0,67;0,39;0,00;0,41
7145013;0,00;0,00;0,00;0,00;0,00
7143195;0,00;0,00;0,00;0,00;0,00
7124487;0,00;0,00;0,00;0,00;0,00
7110582;0,00;0,00;0,00;0,00;0,00
6086058;0,16;0,15;0,24;0,00;0,67
6334023;0,00;0,00;0,00;0,00;0,00
6364293;0,00;0,00;0,00;0,00;0,00
6773817;0,51;0,55;0,44;0,00;0,43
18370662;0,00;0,00;0,00;0,00;0,00
18360339;0,00;0,00;0,00;0,00;0,00
18280236;0,00;0,00;0,00;0,00;0,00
18201402;0,43;0,56;0,67;0,00;0,15
18200151;0,00;0,00;0,00;0,00;0,00
18196914;0,00;0,00;0,00;0,00;0,00
18193071;0,00;0,00;0,00;0,00;0,00
18178749;0,44;0,55;0,48;0,00;0,08
18156291;0,00;0,00;0,00;0,00;0,00
18155265;0,41;0,53;0,19;0,00;0,27
18141135;0,08;0,00;0,67;0,00;0,04
18136923;0,19;0,00;0,13;0,00;0,29
18136785;0,00;0,00;0,00;0,00;0,00
18136788;0,00;0,00;0,00;0,00;0,00
18135294;0,00;0,00;0,00;0,00;0,00
18130224;0,00;0,00;0,00;0,00;0,00
18130251;0,08;0,00;0,00;0,00;0,08
18128382;0,00;0,00;0,00;0,00;0,00
18128400;0,00;0,00;0,00;0,00;0,00
18126954;0,00;0,00;0,00;0,00;0,00
18103536;0,30;0,00;0,29;0,00;0,33
18098421;0,00;0,00;0,00;0,00;0,00
18096936;0,00;0,00;0,00;0,00;0,00
18079011;0,37;0,56;0,39;0,00;0,08
18053790;0,15;0,00;0,00;0,00;0,15
18047508;0,00;0,00;0,00;0,00;0,00
18038031;0,00;0,00;0,00;0,00;0,00
18033195;0,00;0,00;0,00;0,00;0,00
18029139;0,00;0,00;0,00;0,00;0,00
18028419;0,00;0,00;0,00;0,00;0,00
18024345;0,22;0,67;0,45;0,00;0,03
18023526;0,00;0,00;0,00;0,00;0,00
18021957;0,00;0,00;0,00;0,00;0,00
18012513;0,14;0,67;0,09;0,00;0,12
18011568;0,00;0,00;0,00;0,00;0,00
18011256;0,00;0,00;0,00;0,00;0,00
18010089;0,00;0,00;0,00;0,00;0,00
18010149;0,00;0,00;0,00;0,00;0,00
18010020;0,00;0,00;0,00;0,00;0,00
18008832;0,00;0,00;0,00;0,00;0,00
18008712;0,00;0,00;0,00;0,00;0,00
18007632;0,00;0,00;0,00;0,00;0,00
18006597;0,59;0,00;0,00;0,00;0,59
18006246;0,00;0,00;0,00;0,00;0,00
18003762;0,00;0,00;0,00;0,00;0,00
18003297;0,00;0,00;0,00;0,00;0,00
7148688;0,00;0,00;0,00;0,00;0,00
7140393;0,00;0,00;0,00;0,00;0,00
7140228;0,00;0,00;0,00;0,00;0,00
6313767;0,00;0,00;0,00;0,00;0,00
7131105;0,25;0,20;0,33;0,00;0,00
7130226;0,00;0,00;0,00;0,00;0,00
7127847;0,00;0,00;0,00;0,00;0,00
7127040;0,36;0,59;0,31;0,00;0,08
7121985;0,35;0,35;0,33;0,00;0,00
7121010;0,00;0,00;0,00;0,00;0,00
7119357;0,00;0,00;0,00;0,00;0,00
7117854;0,00;0,00;0,00;0,00;0,00
7117872;0,00;0,00;0,00;0,00;0,00
7115673;0,66;0,67;0,67;0,00;0,62
7114122;0,00;0,00;0,00;0,00;0,00
7108830;0,00;0,00;0,00;0,00;0,00
7106700;0,15;0,00;0,12;0,00;0,16
7102587;0,00;0,00;0,00;0,00;0,00
7092465;0,00;0,00;0,00;0,00;0,00
7088373;0,48;0,52;0,34;0,00;0,22
7084926;0,00;0,00;0,00;0,00;0,00
7085535;0,10;0,00;0,21;0,00;0,04
6055329;0,00;0,00;0,00;0,00;0,00
6326061;0,00;0,00;0,00;0,00;0,00
7085784;0,00;0,00;0,00;0,00;0,00
6107829;0,07;0,05;0,11;0,00;0,30
7077777;0,59;0,67;0,67;0,00;0,26
7063665;0,00;0,00;0,00;0,00;0,00
7059039;0,00;0,00;0,00;0,00;0,00
7060542;0,49;0,60;0,67;0,00;0,06
6021225;0,00;0,00;0,00;0,00;0,00
6029346;0,51;0,00;0,43;0,00;0,55
6036753;0,00;0,00;0,00;0,00;0,00
6039042;0,00;0,00;0,00;0,00;0,00
6039558;0,50;0,63;0,31;0,00;0,08
6042951;0,00;0,00;0,00;0,00;0,00
6046989;0,14;0,15;0,13;0,00;0,00
6047196;0,57;0,56;0,67;0,00;0,00
6049806;0,00;0,00;0,00;0,00;0,00
6051039;0,00;0,00;0,00;0,00;0,00
6053451;0,00;0,00;0,00;0,00;0,00
6053454;0,00;0,00;0,00;0,00;0,00
6056199;0,00;0,00;0,00;0,00;0,00
6058290;0,00;0,00;0,00;0,00;0,00
6064551;0,53;0,53;0,00;0,00;0,57
6075003;0,27;0,29;0,42;0,00;0,15
6077232;0,42;0,55;0,19;0,00;0,55
6092046;0,41;0,53;0,56;0,00;0,05
6097920;0,60;0,50;0,67;0,00;0,67
6098541;0,00;0,00;0,00;0,00;0,00
6102948;0,00;0,00;0,00;0,00;0,00
6105252;0,00;0,00;0,00;0,00;0,00
6105426;0,61;0,66;0,33;0,00;0,40
6113151;0,00;0,00;0,00;0,00;0,00
6114024;0,55;0,67;0,45;0,00;0,23
6134568;0,00;0,00;0,00;0,00;0,00
6139143;0,00;0,00;0,00;0,00;0,00
6143808;0,00;0,00;0,00;0,00;0,00
6147204;0,00;0,00;0,00;0,00;0,00
6153087;0,28;0,00;0,67;0,00;0,23
6157860;0,00;0,00;0,00;0,00;0,00
6158214;0,23;0,22;0,40;0,00;0,19
6160488;0,00;0,00;0,00;0,00;0,00
6184770;0,00;0,00;0,00;0,00;0,00
6186768;0,67;0,67;0,67;0,00;0,00
6190533;0,00;0,00;0,00;0,00;0,00
6190644;0,00;0,00;0,00;0,00;0,00
6190845;0,00;0,00;0,00;0,00;0,00
6190854;0,46;0,54;0,39;0,67;0,15
6190950;0,00;0,00;0,00;0,00;0,00
6191709;0,00;0,00;0,00;0,00;0,00
6192189;0,20;0,00;0,49;0,00;0,12
6250188;0,00;0,00;0,00;0,00;0,00
6253926;0,39;0,56;0,67;0,00;0,05
6257919;0,00;0,00;0,00;0,00;0,00
6259254;0,35;0,53;0,59;0,00;0,08
6265488;0,20;0,17;0,47;0,00;0,24
6267462;0,63;0,65;0,51;0,00;0,21
6271491;0,00;0,00;0,00;0,00;0,00
6284736;0,00;0,00;0,00;0,00;0,00
6287100;0,45;0,54;0,27;0,00;0,10
6296262;0,23;0,22;0,63;0,00;0,13
6296739;0,28;0,39;0,27;0,00;0,21
6296742;0,60;0,00;0,67;0,00;0,56
6296940;0,00;0,00;0,00;0,00;0,00
6305262;0,63;0,00;0,00;0,00;0,63
6311847;0,52;0,59;0,53;0,00;0,14
6311913;0,55;0,57;0,50;0,00;0,31
6313212;0,00;0,00;0,00;0,00;0,00
6313308;0,43;0,48;0,61;0,00;0,11
6313317;0,00;0,00;0,00;0,00;0,00
6315840;0,45;0,67;0,67;0,00;0,07
6322818;0,00;0,00;0,00;0,00;0,00
6324903;0,00;0,00;0,00;0,00;0,00
6328254;0,07;0,00;0,00;0,00;0,07
6329046;0,00;0,00;0,00;0,00;0,00
6330036;0,00;0,00;0,00;0,00;0,00
6330849;0,00;0,00;0,00;0,00;0,00
6332355;0,00;0,00;0,00;0,00;0,00
6335226;0,49;0,39;0,67;0,00;0,00
6338562;0,45;0,50;0,58;0,00;0,08
6338751;0,00;0,00;0,00;0,00;0,00
6339651;0,23;0,00;0,00;0,00;0,23
6341073;0,00;0,00;0,00;0,00;0,00
6341079;0,00;0,00;0,00;0,00;0,00
6341865;0,48;0,57;0,31;0,00;0,16
6345699;0,08;0,00;0,67;0,00;0,04
6353535;0,57;0,59;0,67;0,00;0,21
6354456;0,45;0,48;0,34;0,00;0,00
6403155;0,00;0,00;0,00;0,00;0,00
6409389;0,67;0,67;0,67;0,00;0,00
6414342;0,00;0,00;0,00;0,00;0,00
6415719;0,36;0,62;0,67;0,00;0,14
6774087;0,00;0,00;0,00;0,00;0,00
6774246;0,00;0,00;0,00;0,00;0,00
6864603;0,00;0,00;0,00;0,00;0,00
6864675;0,00;0,00;0,00;0,00;0,00
6864702;0,00;0,00;0,00;0,00;0,00
6868281;0,49;0,59;0,31;0,00;0,10
6869688;0,00;0,00;0,00;0,00;0,00
6870438;0,00;0,00;0,00;0,00;0,00
6913704;0,00;0,00;0,00;0,00;0,00
6918087;0,00;0,00;0,00;0,00;0,00
6943638;0,00;0,00;0,00;0,00;0,00
7011156;0,00;0,00;0,00;0,00;0,00
7026657;0,13;0,00;0,33;0,00;0,08
7033533;0,67;0,00;0,67;0,00;0,67
7036020;0,00;0,00;0,00;0,00;0,00
7041888;0,20;0,00;0,67;0,00;0,09
7041900;0,32;0,17;0,67;0,00;0,67
7047576;0,00;0,00;0,00;0,00;0,00
7050963;0,00;0,00;0,00;0,00;0,00
7051890;0,00;0,00;0,00;0,00;0,00
7051986;0,00;0,00;0,00;0,00;0,00
6150249;0,44;0,67;0,67;0,00;0,20
18259566;0,00;0,00;0,00;0,00;0,00
18251550;0,00;0,00;0,00;0,00;0,00
18248214;0,29;0,67;0,25;0,00;0,16
18234198;0,27;0,55;0,32;0,00;0,08
6024300;0,00;0,00;0,00;0,00;0,00
6025236;0,33;0,57;0,26;0,00;0,16
6046911;0,21;0,67;0,46;0,00;0,04
6191610;0,33;0,67;0,38;0,00;0,16
18288798;0,67;0,00;0,67;0,00;0,00
18242892;0,00;0,00;0,00;0,00;0,00
18135801;0,00;0,00;0,00;0,00;0,00
6107532;0,00;0,00;0,00;0,00;0,00
7140411;0,00;0,00;0,00;0,00;0,00
7135857;0,16;0,44;0,11;0,00;0,10
7085946;0,00;0,00;0,00;0,00;0,00
6070329;0,27;0,40;0,20;0,00;0,00
6314547;0,00;0,00;0,00;0,00;0,00
6325698;0,67;0,67;0,67;0,00;0,00
6328899;0,00;0,00;0,00;0,00;0,00
6405609;0,00;0,00;0,00;0,00;0,00
6286962;0,00;0,00;0,00;0,00;0,00
6307428;0,00;0,00;0,00;0,00;0,00
18360438;0,00;0,00;0,00;0,00;0,00
18271029;0,00;0,00;0,00;0,00;0,00
18130296;0,00;0,00;0,00;0,00;0,00
18025200;0,67;0,00;0,67;0,00;0,00
18003702;0,00;0,00;0,00;0,00;0,00
7140249;0,00;0,00;0,00;0,00;0,00
6860898;0,00;0,00;0,00;0,00;0,00
6017622;0,00;0,00;0,00;0,00;0,00
6054501;0,00;0,00;0,00;0,00;0,00
6002250;0,67;0,00;0,67;0,00;0,00
6004488;0,00;0,00;0,00;0,00;0,00
6005220;0,00;0,00;0,00;0,00;0,00
6011235;0,00;0,00;0,00;0,00;0,00
6016824;0,00;0,00;0,00;0,00;0,00
6065955;0,67;0,00;0,67;0,00;0,00
6071031;0,00;0,00;0,00;0,00;0,00
6093846;0,00;0,00;0,00;0,00;0,00
6106575;0,00;0,00;0,00;0,00;0,00
6124143;0,00;0,00;0,00;0,00;0,00
6128121;0,00;0,00;0,00;0,00;0,00
6151362;0,00;0,00;0,00;0,00;0,00
6157527;0,00;0,00;0,00;0,00;0,00
6164793;0,00;0,00;0,00;0,00;0,00
6296988;0,00;0,00;0,00;0,00;0,00
6320025;0,00;0,00;0,00;0,00;0,00
6324915;0,67;0,67;0,67;0,00;0,00
6332235;0,00;0,00;0,00;0,00;0,00
6334806;0,00;0,00;0,00;0,00;0,00
6351516;0,00;0,00;0,00;0,00;0,00
6357195;0,23;0,23;0,23;0,00;0,00
6402960;0,67;0,67;0,67;0,00;0,67
6413667;0,00;0,00;0,00;0,00;0,00
6864849;0,00;0,00;0,00;0,00;0,00
6249330;0,00;0,00;0,00;0,00;0,00
6336354;0,67;0,67;0,67;0,00;0,00
6950544;0,00;0,00;0,00;0,00;0,00
18165099;0,00;0,00;0,00;0,00;0,00
18093018;0,00;0,00;0,00;0,00;0,00
6150996;0,00;0,00;0,00;0,00;0,00
6324321;0,00;0,00;0,00;0,00;0,00
6056688;0,00;0,00;0,00;0,00;0,00
6246996;0,00;0,00;0,00;0,00;0,00
6773781;0,33;0,22;0,67;0,00;0,00
7040253;0,00;0,00;0,00;0,00;0,00
6298818;0,00;0,00;0,00;0,00;0,00
18007629;0,00;0,00;0,00;0,00;0,00
6034542;0,00;0,00;0,00;0,00;0,00
6104880;0,00;0,00;0,00;0,00;0,00
6114588;0,00;0,00;0,00;0,00;0,00
6273273;0,00;0,00;0,00;0,00;0,00
6314145;0,00;0,00;0,00;0,00;0,00
6324387;0,00;0,00;0,00;0,00;0,00
18361644;0,00;0,00;0,00;0,00;0,00
18252375;0,00;0,00;0,00;0,00;0,00
18186621;0,00;0,00;0,00;0,00;0,00
18141957;0,00;0,00;0,00;0,00;0,00
18141180;0,00;0,00;0,00;0,00;0,00
18133050;0,00;0,00;0,00;0,00;0,00
18112485;0,67;0,00;0,67;0,00;0,00
18080865;0,00;0,00;0,00;0,00;0,00
18004725;0,00;0,00;0,00;0,00;0,00
7142391;0,00;0,00;0,00;0,00;0,00
7113273;0,67;0,67;0,67;0,00;0,00
6275607;0,00;0,00;0,00;0,00;0,00
6034989;0,53;0,44;0,67;0,00;0,00
6054582;0,00;0,00;0,00;0,00;0,00
6260898;0,67;0,67;0,67;0,00;0,67
6268872;0,00;0,00;0,00;0,00;0,00
6281037;0,00;0,00;0,00;0,00;0,00
6307539;0,67;0,67;0,67;0,00;0,00
6309555;0,00;0,00;0,00;0,00;0,00
6314619;0,00;0,67;0,67;0,00;0,00
6325476;0,00;0,00;0,00;0,00;0,00
6346977;0,53;0,44;0,67;0,00;0,00
6352638;0,67;0,67;0,67;0,00;0,67
6353496;0,45;0,67;0,34;0,00;0,00
7047837;0,00;0,00;0,00;0,00;0,00
18255318;0,67;0,67;0,67;0,00;0,00
18130218;0,00;0,00;0,00;0,00;0,00
7063647;0,67;0,67;0,67;0,00;0,00
6867963;0,67;0,00;0,00;0,00;0,67
6093333;0,00;0,00;0,00;0,00;0,00
6415425;0,00;0,00;0,00;0,00;0,00
6765399;0,00;0,00;0,00;0,00;0,00
6274128;0,00;0,00;0,00;0,00;0,00
6415629;0,00;0,00;0,00;0,00;0,00
18028335;0,00;0,00;0,00;0,00;0,00
6124293;0,67;0,67;0,67;0,00;0,00
6131625;0,00;0,00;0,00;0,00;0,00
6137232;0,00;0,00;0,00;0,00;0,00
6149520;0,67;0,67;0,67;0,00;0,00
6158985;0,00;0,00;0,00;0,00;0,00
6160536;0,00;0,00;0,00;0,00;0,00
6251910;0,00;0,00;0,00;0,00;0,00
6263571;0,00;0,00;0,00;0,00;0,00
6264828;0,00;0,00;0,00;0,00;0,00
6915447;0,00;0,00;0,00;0,00;0,00
7022022;0,00;0,00;0,00;0,00;0,00
18235773;0,00;0,00;0,00;0,00;0,00
18178857;0,00;0,00;0,00;0,00;0,00
18141837;0,00;0,00;0,00;0,00;0,00
18138111;0,00;0,00;0,00;0,00;0,00
7145307;0,00;0,00;0,00;0,00;0,00
6099750;0,00;0,00;0,00;0,00;0,00
6106911;0,67;0,67;0,67;0,00;0,00
6251943;0,00;0,00;0,00;0,00;0,00
6265680;0,00;0,00;0,00;0,00;0,00
18186309;0,00;0,00;0,00;0,00;0,00
18129045;0,67;0,67;0,67;0,00;0,00
7087158;0,00;0,00;0,00;0,00;0,00
6005223;0,00;0,00;0,00;0,00;0,00
6005232;0,00;0,00;0,00;0,00;0,00
6100893;0,00;0,00;0,00;0,00;0,00
6124233;0,00;0,00;0,00;0,00;0,00
6158778;0,00;0,00;0,00;0,00;0,00
6192327;0,67;0,67;0,67;0,00;0,00
6266139;0,00;0,00;0,00;0,00;0,00
6323838;0,00;0,00;0,00;0,00;0,00
6331761;0,00;0,00;0,00;0,00;0,00
6332442;0,00;0,00;0,00;0,00;0,00
6352752;0,00;0,00;0,00;0,00;0,00
18152592;0,00;0,00;0,00;0,00;0,00
6258897;0,00;0,00;0,00;0,00;0,00
6015024;0,00;0,00;0,00;0,00;0,00
6129072;0,67;0,67;0,67;0,00;0,00
6326214;0,67;0,00;0,67;0,00;0,00
6868269;0,67;0,67;0,67;0,00;0,67
18135561;0,00;0,00;0,00;0,00;0,00
7140387;0,00;0,00;0,00;0,00;0,00
7140360;0,00;0,00;0,00;0,00;0,00
6312975;0,00;0,00;0,00;0,00;0,00
6342777;0,00;0,00;0,00;0,00;0,00
6360546;0,00;0,00;0,00;0,00;0,00
6868893;0,00;0,00;0,00;0,00;0,00
18136629;0,00;0,00;0,00;0,00;0,00
18098433;0,00;0,00;0,00;0,00;0,00
7127634;0,00;0,00;0,00;0,00;0,00
7084275;0,00;0,00;0,00;0,00;0,00
6063588;0,67;0,67;0,67;0,00;0,67
6135702;0,67;0,67;0,67;0,00;0,00
6137052;0,00;0,00;0,00;0,00;0,00
6300162;0,00;0,00;0,00;0,00;0,00
6340173;0,57;0,48;0,67;0,00;0,67
6341889;0,67;0,67;0,67;0,00;0,00
6865377;0,00;0,00;0,00;0,00;0,00
6997710;0,00;0,00;0,00;0,00;0,00
7012578;0,00;0,00;0,00;0,00;0,00
7012596;0,67;0,00;0,67;0,00;0,67
7042290;0,00;0,00;0,00;0,00;0,00
18271929;0,00;0,00;0,00;0,00;0,00
18262950;0,67;0,00;0,67;0,00;0,00
18234255;0,00;0,00;0,00;0,00;0,00
18230892;0,00;0,00;0,00;0,00;0,00
18229605;0,00;0,00;0,00;0,00;0,00
18229665;0,00;0,00;0,00;0,00;0,00
18229674;0,00;0,00;0,00;0,00;0,00
18228879;0,00;0,00;0,00;0,00;0,00
